name,category,address,score,eval_cnt,review_cnt,lat,lng,distance,JMS
서울밥집,한식,신림동 1639-57,3.4,25,27,37.4831599,126.9275566,222.57544869955183,5.79
가야,"호프,요리주점",신림동 1640-44,3.9,10,147,37.4831938,126.929502,120.7089539760918,5.77
마실밤,술집,신림동 1433-227,5.0,7,46,37.4842433,126.927402,198.6773265836042,5.73
맛사랑쭈꾸미 신림점,"해물,생선",신림동 1637-3,4.6,9,37,37.4819831,126.9296437,254.59311568800985,5.72
스타벅스 신림사거리점,커피전문점,신림동 1422-36,4.2,15,12,37.4845659,126.9305815,88.14561633194094,5.71
생생조개,조개,신림동 1587-6,3.6,16,54,37.4833177,126.9261817,324.2101533800775,5.71
하정식당,일본식주점,봉천동 702-78,4.1,11,55,37.4913303,126.9273256,811.2010800247177,5.71
두둑한샤브칼국수 신림점,샤브샤브,신림동 1421-45,4.4,11,24,37.4851443,126.9306705,132.08961301544832,5.69
르브와 신림점,이탈리안,신림동 1637-26,3.3,15,138,37.4817818,126.9292056,279.7789933250796,5.66
마라탕전문점,중식,신대방동 395-69,3.7,18,23,37.4912431,126.9240825,917.789803091108,5.66
수제킹 30Cm돈까스 신림1호점,"돈까스,우동",신림동 1460-1,3.7,23,9,37.4864082,126.9260696,395.44342779554415,5.65
미가할매집,"육류,고기",신림동 1428-21,3.7,16,31,37.4876683,126.9289972,381.9875370899717,5.61
불삼시대,삼겹살,신림동 1432-111,3.5,14,85,37.4850777,126.9281952,156.73616526523244,5.6
초밥아저씨,"초밥,롤",신림동 1602-2,3.3,23,30,37.4814294,126.9281987,341.2221447670285,5.6
왕주먹,"육류,고기",신림동 75-25,3.8,12,63,37.4824714,126.9310229,233.9256770166792,5.59
나는남자닭,치킨,신림동 1424-2,4.1,14,15,37.4863598,126.9296751,232.08374430898755,5.58
마티스커피 신림점,커피전문점,서원동 1638-5,3.7,24,6,37.4827959,126.9289469,175.64581193447427,5.57
손칼국수잘하는집,국수,신림동 1460-1,4.5,11,13,37.4864082,126.9260696,395.44342779554415,5.55
길초밥,"초밥,롤",신림동 1587-29,3.3,20,42,37.4820106,126.9279009,295.26314442677904,5.55
옛날집,"육류,고기",신림동 1413-17,3.9,12,43,37.4853332,126.9324306,271.9465874128794,5.54
배바우,쌈밥,신림동 1641-36,4.8,9,14,37.4813292,126.930562,336.97895999922304,5.53
포36거리 신림역점,베트남음식,신림동 84-23,4.4,8,54,37.4820337,126.9306492,264.0165122118756,5.5
부뚜막,"육류,고기",신림동 1433-74,3.2,12,218,37.4846742,126.9275146,193.923693742562,5.46
할매보쌈,"족발,보쌈",신림동 1432-76,3.8,12,41,37.4856051,126.9292256,152.88901427467948,5.42
스시나마,"초밥,롤",신림동 1641-9,3.1,23,37,37.4831503,126.9299798,128.08542005019072,5.42
홍콩반점0410 신림역점,중화요리,신림동 1639-1,3.9,14,17,37.4836212,126.9270559,240.3662275829625,5.41
혼맛스시,"초밥,롤",신림동 1421-60,4.2,10,28,37.4852859,126.9303903,130.08113891213196,5.4
고객만족,"족발,보쌈",신림동 1433-58,3.6,8,249,37.4844715,126.9281213,136.97794290825763,5.4
릿커피로스터스,커피전문점,봉천동 972-37,4.5,10,13,37.4903001,126.926404,728.963369542787,5.4
꼬꼬아찌숯불치킨 신림역점,치킨,신림동 1639-26,3.8,12,37,37.4835961,126.9281632,151.48844156642082,5.38
부추삼겹살 딱이야 본점,삼겹살,신림동 1432-128,4.3,7,83,37.4849953,126.9278549,177.87058201621196,5.37
공간마카롱,"제과,베이커리",신림동 1641-26,5.0,6,33,37.4814319,126.9302587,320.3664557574129,5.33
도노텀블 보라매점,카페,봉천동 735-10,3.8,12,33,37.4909264,126.9263102,796.4927675484763,5.33
어부사시가,"해물,생선",신림동 1640-30,4.0,10,37,37.4834141,126.9285581,135.847169101717,5.32
포도원삼계탕 2호점,삼계탕,신림동 1641-19,3.7,9,103,37.4821435,126.9301389,240.60101870854604,5.29
신촌황소곱창,"곱창,막창",신림동 1433-63,3.2,18,40,37.4843598,126.9280211,144.348991467271,5.28
솟대막걸리양조장,술집,신림동 1637-7,3.8,12,28,37.4815782,126.9297014,299.64455457841586,5.27
남고집 신림점,"육류,고기",신림동 1422-22,4.1,8,59,37.4846288,126.931164,139.04874082485816,5.27
순남시래기 보라매점,한식,신대방동 708,4.4,7,50,37.491172,126.9249803,870.9469899420035,5.26
신도세기 보라매점,"육류,고기",신대방동 395-66,3.7,9,93,37.4913946,126.923403,965.02160937419,5.25
강강술래 신림점,"육류,고기",신림동 10-518,2.3,37,106,37.4845321,126.9350234,474.7044744263286,5.24
구루메키친,일본식주점,신림동 1433-95,3.8,12,26,37.4846732,126.9271121,228.60898629782355,5.24
시네마전라도,순대,신림동 1640-31,3.7,7,187,37.4832519,126.9287583,138.27977418048567,5.2
장충영양족발,"족발,보쌈",신림동 10-627,5.0,7,11,37.4843786,126.9362874,585.4759254600592,5.18
만물다방,다방,봉천동 969-44,4.7,7,21,37.4888716,126.9302374,513.9654517530867,5.17
오토야,일식,신림동 1637-8,3.8,13,16,37.481437,126.9297306,315.3889610496552,5.17
크래프트한스 신림점,"호프,요리주점",서원동 1639-29,3.7,11,36,37.4834291,126.9283261,150.0482276496752,5.15
소곱소곱,"곱창,막창",신림동 1425-8,5.0,5,46,37.4867632,126.9297439,277.0471067512628,5.15
양평해장국 봉천점,해장국,보라매동 972-4,2.8,30,23,37.4897845,126.9273703,645.1409616472736,5.14
전주식당,한식,신림동 1421-41,3.7,11,35,37.4853774,126.9307418,155.92441256603038,5.14
고릴라수제버거&컵밥 신림점,햄버거,신림동 1461-1,4.3,11,7,37.4860195,126.926238,358.526639787783,5.13
배스킨라빈스 신림점,아이스크림,신림동 1637-2,4.5,8,16,37.4821057,126.9296521,240.9591965622681,5.11
칵테일&드림,칵테일바,신림동 1640-13,3.8,11,25,37.4836589,126.929423,71.21346710648146,5.1
아라쭈꾸미 신림5동점,"해물,생선",신림동 1423-4,4.6,8,12,37.4864345,126.9301659,244.5990406542793,5.09
통큰갈비,갈비,신림동 1433-32,3.5,15,18,37.4844867,126.9284083,112.40648898685274,5.08
대우뼈감자탕 신원시장점,감자탕,신림동 1587-22,4.8,8,7,37.4824181,126.9273354,290.4474623557156,5.07
채린,중화요리,신림동 1429-4,4.5,10,5,37.4892824,126.9270507,602.531531866743,5.06
스시락,"초밥,롤",신림동 1424-11,3.6,12,27,37.4860714,126.9296713,200.01341979250452,5.05
흥부보쌈,"족발,보쌈",신림동 1638-20,4.3,6,61,37.4826828,126.9293962,178.23878405812607,5.02
생각보다맛있는집 신림점,국수,신림동 1429-2,3.9,9,32,37.48913,126.9275346,571.5463966247721,5.01
신림닭꼬치,닭요리,신림동 1439-18,4.5,8,12,37.4871548,126.9260352,452.35155655673873,5.0
목포수산,회,신림동 1587-14,3.9,9,30,37.482905,126.9266794,303.2961867731809,4.99
신림역전,한식,신림동 1637-4,4.4,8,14,37.4818406,126.9297305,270.5226208547311,4.97
탐나종합어시장 난곡사거리점,회,신림동 527-9,3.4,13,28,37.482192,126.9151014,1304.6964468389497,4.96
두끼떡볶이 신림역점,떡볶이,신림동 1641-23,3.1,17,28,37.4818438,126.9301782,274.0227070090386,4.95
김류정카페,카페,신림동 1459-1,4.6,7,14,37.4868747,126.9259442,436.8301143148378,4.93
샐러디 신림역점,샐러드,신림동 1422-17,4.3,7,27,37.484728,126.9313628,159.10256784280122,4.93
루비정,중화요리,신림동 10-661,3.8,9,32,37.4834362,126.9376995,716.0264334334133,4.92
토당골,삼계탕,신림동 1425-8,4.5,6,31,37.4867632,126.9297439,277.0471067512628,4.91
육쌈냉면 신림점,냉면,신림동 1638-20,2.6,27,33,37.4826828,126.9293962,178.23878405812607,4.9
서울뼛국,해장국,신림동 1639-57,3.1,14,42,37.4831599,126.9275566,222.57544869955183,4.89
쩐호우양꼬치&샤브샤브,양꼬치,신림동 1433-74,2.6,18,79,37.4846742,126.9275146,193.923693742562,4.84
불타는꼬꼬발 1호점,닭요리,신림동 1464-18,5.0,5,20,37.4840082,126.9253215,383.35500528350696,4.82
맥주활력수,"호프,요리주점",신림동 1637-23,3.9,7,43,37.4818859,126.9293556,266.6971944488219,4.78
미남참치,참치회,신림동 1433-114,3.2,13,30,37.4841899,126.9271721,219.12935842502372,4.77
큐슈라멘 신림점,일본식라면,신림동 1459-3,3.4,15,10,37.486735,126.9259484,426.4161613776189,4.75
미가짬뽕,중화요리,신림동 1464-1,4.2,11,3,37.4845492,126.9246704,440.7475666024719,4.75
어사출또 신림역점,회,신림동 1433-64,3.8,8,31,37.4844683,126.9279653,150.52680228270668,4.75
홍콩반점0410 보라매공원점,중화요리,신대방동 395-69,3.5,11,20,37.4912431,126.9240825,917.789803091108,4.72
유가네닭갈비 신림점,닭요리,신림동 1640-29,3.6,9,30,37.483484,126.9285187,133.09688710502755,4.71
신온누리에 생돈까스전문점 대방점,"돈까스,우동",대방동 407-27,1.8,53,93,37.4991467,126.9259279,1686.2600840185444,4.71
신사리즉석불떡볶이,떡볶이,신림동 1639-33,3.9,7,34,37.4830251,126.9285852,167.7147679696096,4.69
더진국 신림점,국밥,신림동 1640-1,3.4,13,13,37.4837372,126.9283262,131.3726266277602,4.67
우마,일본식주점,신림동 1695,3.7,6,83,37.4804076,126.9293925,430.3954959558861,4.67
곱창나라,"곱창,막창",신림동 1433-74,3.2,9,69,37.4846742,126.9275146,193.923693742562,4.67
Cafe H,카페,신림동 1442-14,3.5,11,17,37.4889012,126.9255544,629.0329143481994,4.66
버거킹 신림역점,패스트푸드,신림동 1641-17,2.6,28,16,37.4825936,126.9301878,192.57024387633768,4.66
방앗간,카페,신림동 1465-16,4.3,6,23,37.4848618,126.9242713,479.3842163425697,4.64
리틀하노이 서울신림역점,베트남음식,신림동 1641-11,4.6,7,6,37.4830669,126.9302229,143.1868328765767,4.63
플로레스타229,카페,신림동 1635-117,3.8,8,22,37.4792686,126.9292776,557.4177421966973,4.62
또순이순대 본점,순대,신림동 1640-31,1.6,49,185,37.4832519,126.9287583,138.27977418048567,4.62
육첩반상 신림점,"육류,고기",신림동 1639-1,3.1,12,34,37.4836212,126.9270559,240.3662275829625,4.62
동해횟집,회,신림동 1424-6,4.8,4,41,37.4862901,126.9298355,224.90043468342773,4.61
마크빈베이커리 신림본점,"제과,베이커리",신림동 1640-14,3.4,5,213,37.4834622,126.9294937,91.21753609279432,4.6
하노이별 신림역점,동남아음식,신림동 1421-29,3.7,10,12,37.4851082,126.9299666,96.9280346139422,4.6
투썸플레이스 신림로점,커피전문점,신림동 1641-107,3.6,12,8,37.4834152,126.9299715,99.39545366485385,4.59
봉구통닭 신림역점,치킨,신림동 1638-26,4.7,3,134,37.4829539,126.928991,157.8609785100136,4.59
전티마이베트남쌀국수 보라매점,베트남음식,봉천동 702-36,4.0,6,35,37.4910962,126.9273504,785.4772561865232,4.57
아롱별식탁,퓨전한식,신림동 1417-45,5.0,4,26,37.4869585,126.9305225,308.3370860888211,4.56
스타벅스 보라매대교점,커피전문점,봉천동 729-21,3.8,10,8,37.4909895,126.9255211,831.115958201434,4.55
카페인중독 신림본점,커피전문점,신림동 1455-1,2.7,15,45,37.4878463,126.925582,535.674672908637,4.55
도쿄스테이크 신림포도몰점,"스테이크,립",신림동 1641-2,2.7,12,79,37.4838158,126.9302315,71.99546745621771,4.54
할리스 신림점,커피전문점,신림동 1432-72,2.9,21,9,37.4859133,126.929228,186.24803009142053,4.53
KFC 신림역점,패스트푸드,신림동 86-3,3.2,15,10,37.4825364,126.9302452,200.0053307708297,4.53
맥도날드 신림점,패스트푸드,신림동 1641-22,2.6,24,16,37.4819033,126.9301807,267.5423763290495,4.5
모자원민물장어추어탕,장어,봉천동 724-7,3.9,9,8,37.4941166,126.9269657,1119.985352512419,4.49
만나칼국수,국수,보라매동 701-1,4.8,5,12,37.4904718,126.9263574,748.1432055660257,4.49
돼지고기한주먹 주먹대장 신림본점,"육류,고기",신림동 1429-1,5.0,4,21,37.4890316,126.9278085,553.6371015541991,4.48
학주스시,"초밥,롤",신림동 1429-9,4.8,4,30,37.4888697,126.9277452,538.1774967153505,4.48
삼삼당,삼겹살,신림동 1641-11,5.0,3,67,37.4830669,126.9302229,143.1868328765767,4.48
스타벅스 신림점,커피전문점,신림동 1432-71,3.0,14,19,37.48605870000001,126.9291581,203.3460207944941,4.47
스윙펍,"호프,요리주점",신림동 1637-26,3.6,5,102,37.4817818,126.9292056,279.7789933250796,4.46
놀숲 신림역점,만화카페,신림동 1638-19,3.6,10,10,37.4828606,126.9295271,157.41276306860618,4.43
킹콩부대찌개 신림역점,"찌개,전골",신림동 1638-9,3.3,10,21,37.4825699,126.9292701,192.33876860000956,4.42
똥개네퓨전포차,실내포장마차,신림동 1423-19,4.5,4,42,37.4859423,126.930338,195.2327096544914,4.42
로데오김밥 보라매점,분식,봉천동 972-1,5.0,8,0,37.4900863,126.9273716,677.0686388235473,4.42
광어&연어,회,신림동 1464-12,4.4,5,21,37.4842581,126.9250635,404.9925607981859,4.41
이태리로간고등어,"해물,생선",신대방동 395-69,2.3,16,86,37.4912431,126.9240825,917.789803091108,4.41
포원제로 신림점,햄버거,신림동 1458-3,4.5,4,38,37.4871404,126.925833,464.0126400365068,4.38
샐러디 보라매점,패스트푸드,신대방동 395-66,2.9,15,16,37.4913946,126.923403,965.02160937419,4.37
밀가루랑,키즈카페,신림동 1443-37,5.0,4,16,37.4892882,126.9267984,611.9500007044221,4.37
베러댄와플 신림점,"제과,베이커리",신림동 1433-127,3.9,7,14,37.48484730000001,126.9266324,274.1061199320091,4.35
거해참치,참치회,신림동 1422-3,4.8,4,21,37.4849425,126.9322756,243.06539152407305,4.35
굴마을낙지촌 신림점,"굴,전복",신림동 1422-17,3.4,9,19,37.484728,126.9313628,159.10256784280122,4.35
개미집 신림점,"해물,생선",신림동 1640-46,3.0,9,47,37.4831113,126.9293517,131.8559967733847,4.33
왕실족발앤보쌈,"족발,보쌈",신림동 1450-28,4.4,7,4,37.4889788,126.925274,650.4968107162877,4.32
아우성황소곱창 신림1호점,"곱창,막창",신림동 1433-66,4.0,5,35,37.4845509,126.9279268,155.45320378476313,4.32
제주탐하리 신림점,"육류,고기",신림동 1433-67,3.3,6,72,37.4846397,126.9278882,161.00749747369144,4.31
낮부엉이,"호프,요리주점",신림동 1433-95,5.0,3,43,37.4846732,126.9271121,228.60898629782355,4.31
도토리편백집 롯데백화점 관악점,"육류,고기",봉천동 729-22,3.8,5,48,37.4905756,126.9249911,812.6566133556295,4.3
서가앤쿡 서울신림역점,양식,신림동 1424-28,2.3,16,65,37.4854721,126.9299512,135.9324141104047,4.3
에그드랍 보라매점,샌드위치,신대방동 395-73,4.0,6,17,37.4917313,126.9251532,919.5057255425468,4.29
두만강샤브샤브양꼬치,샤브샤브,신림동 1429-17,4.2,6,11,37.4891877,126.9273381,583.4552371028456,4.28
송추골등갈비,갈비,신림동 1443-27,5.0,4,12,37.4895288,126.9257106,680.1512306858883,4.27
숯불삼겹 신림본점,삼겹살,신림동 1422-16,3.9,7,11,37.484718,126.931554,174.86040603698484,4.26
더코드 신림점,테마카페,신림동 1639-23,4.5,4,28,37.4837188,126.9280789,151.96488289339615,4.26
오술차 신림점,"호프,요리주점",신림동 1639-38,4.2,5,20,37.4834314,126.9280819,167.2654957093144,4.25
오떡 신림점,떡볶이,신림동 1433-120,4.5,4,26,37.48423990000001,126.9269283,240.4752901552038,4.24
맘스터치 신림역점,패스트푸드,신림동 1433-51,2.4,29,10,37.4844412,126.9282551,124.79115885019873,4.24
마카롱놀이터,"제과,베이커리",신림동 1418-33,4.4,5,13,37.4865271,126.9315373,300.7847462605738,4.23
이태리부대찌개 보라매점,"찌개,전골",봉천동 702-108,3.1,9,28,37.4912612,126.9261675,835.7390103313702,4.22
공차 신림역점,카페,신림동 1433-49,2.8,15,14,37.4843223,126.9284536,106.0054447658272,4.21
플레이온보드게임카페 신림점,보드카페,신림동 1639-8,4.0,4,54,37.48365560000001,126.927571,196.1340513543645,4.2
탐나종합어시장,일식집,신림동 1422-6,2.5,10,83,37.4847945,126.932142,227.12183095222903,4.19
내사랑돈까스 신림점,"돈까스,우동",신림동 465-32,3.8,8,7,37.4833367,126.9217344,706.4474237129542,4.19
현쇼쿠도,일본식주점,신림동 1429-2,4.2,5,17,37.48913,126.9275346,571.5463966247721,4.19
독도해물탕 신림점,"매운탕,해물탕",신림동 1433-76,4.8,4,14,37.4845567,126.9275818,185.4932864681633,4.19
대원갈비,갈비,신림동 1432-68,3.0,9,33,37.4860404,126.9289367,206.48119275461173,4.19
미남대게 신림점,"게,대게",신림동 1421-45,2.1,12,144,37.4851443,126.9306705,132.08961301544832,4.16
자매멸치국수,국수,신림동 1461-1,2.8,12,23,37.4860195,126.926238,358.526639787783,4.16
피자탑 신림점,피자,신림동 1415-27,4.0,5,22,37.4870707,126.9318608,367.0613263618377,4.14
불타는꼬꼬발 신림직영점,닭요리,신림동 1416-24,4.3,4,28,37.4878274,126.9303552,400.08717114666433,4.13
미스터피자 신림점,피자,신림동 1637-23,3.1,8,30,37.4818859,126.9293556,266.6971944488219,4.12
피자선생 봉천점,피자,봉천동 970-3,4.2,6,7,37.4889209,126.9300128,517.829601696913,4.12
진격의곱창,"곱창,막창",신림동 1587-15,3.9,7,7,37.4828141,126.9267915,300.1196867959663,4.1
신룽푸마라탕,중화요리,신림동 1424-11,3.4,8,14,37.4860714,126.9296713,200.01341979250452,4.09
치킨공방 신림점,치킨,신림동 1433-76,3.8,5,27,37.4845567,126.9275818,185.4932864681633,4.08
싸움의고수 신림점,"족발,보쌈",신림동 1637-4,2.4,18,21,37.4818406,126.9297305,270.5226208547311,4.08
게장뷔페,뷔페,봉천동 728-61,2.5,13,33,37.492409,126.9270455,933.5181887255216,4.07
돈수백 보라매점,국밥,봉천동 702-97,3.7,6,17,37.4912298,126.9263828,825.6641373189112,4.06
옛날농장,"육류,고기",신림동 1427-4,4.4,5,8,37.4880219,126.9301342,419.0463619990376,4.05
왕재곱창구이,"곱창,막창",봉천동 971-14,4.0,5,17,37.4895129,126.9283274,594.3140815625571,4.04
신림동피자집,피자,신림동 1638-3,3.8,5,24,37.4829122,126.928762,170.50419530817263,4.03
폴바셋 롯데백화점관악점,커피전문점,봉천동 729-22,4.2,5,11,37.4905756,126.9249911,812.6566133556295,4.02
더불닭발,닭요리,신림동 1416-23,5.0,3,20,37.4877322,126.9302808,388.6431371123457,4.01
타요키즈카페 보라매점,키즈카페,신대방동 395-69,3.7,6,15,37.4912431,126.9240825,917.789803091108,4.01
영빈관,중화요리,신림동 1410-15,3.6,8,7,37.4849523,126.9337555,369.7571307524435,4.01
감성오뎅,오뎅바,신림동 1432-137,5.0,3,19,37.485893,126.927781,244.44769282688725,3.99
인생고기,"육류,고기",신림동 1458-3,3.5,4,73,37.4871404,126.925833,464.0126400365068,3.99
고래감자탕 신림점,감자탕,신림동 1438-13,2.6,8,65,37.4868513,126.926148,421.75216438458847,3.98
구수옥설렁탕 신림점,설렁탕,봉천동 947-12,2.7,13,15,37.4833749,126.9384918,786.2327013737543,3.98
고고즉석떡볶이 신림역점,분식,신림동 1424-9,4.5,4,13,37.4861875,126.9295498,213.1129077310364,3.97
북촌서서갈비 신림점,갈비,신림동 1433-71,3.2,6,38,37.4848267,126.9277397,179.73895980940904,3.97
길동우동집,"돈까스,우동",신림동 1424-8,2.1,30,13,37.4862507,126.9295681,220.07306613377827,3.96
신안산낙지,"해물,생선",봉천동 972-29,3.3,7,19,37.4904822,126.92562,776.7807409912402,3.96
